Wavelength(nm),I[w/(m^2*lambda)]
4122.0,0.007872629661016949
4123.0,0.007871492542372882
4124.0,0.00782567103448276
4125.0,0.007856194745762714
4126.0,0.007842028813559323
4127.0,0.00784167406779661
4128.0,0.00782701224137931
4129.0,0.007828415593220341
4130.0,0.007821019152542373
4131.0,0.007814623793103447
4132.0,0.007802663220338983
4133.0,0.007790230344827586
4134.0,0.007565187118644069
4135.0,0.0077813546551724145
4136.0,0.0077776818644067795
4137.0,0.007756134137931035
4138.0,0.007643844406779662
4139.0,0.007755135344827587
4140.0,0.007667142931034482
4141.0,0.007733480169491526
4142.0,0.007734598448275862
4143.0,0.0076961379310344835
4144.0,0.007582461206896551
4145.0,0.007712209152542372
4146.0,0.007705712068965518
4147.0,0.0076936779310344825
4148.0,0.00761500224137931
4149.0,0.007668356206896552
4150.0,0.007671575862068966
4151.0,0.007648956206896551
4152.0,0.007634686724137931
4153.0,0.007652319482758621
4154.0,0.007647328448275862
4155.0,0.007638317758620689
4156.0,0.007637928103448276
4157.0,0.0076333308620689655
4158.0,0.007627218448275862
4159.0,0.007611371754385965
4160.0,0.00760266775862069
4161.0,0.007604844655172414
4162.0,0.007592699655172414
4163.0,0.007592957368421052
4164.0,0.0075809444827586205
4165.0,0.007578421724137931
4166.0,0.007568550350877192
4167.0,0.007559755
4168.0,0.007470046379310346
4169.0,0.007556866315789474
4170.0,0.007546090689655172
4171.0,0.007531511578947368
4172.0,0.007522719827586208
4173.0,0.007519968245614035
4174.0,0.007519966315789473
4175.0,0.00751452775862069
4176.0,0.007515880877192982
4177.0,0.007480519473684211
4178.0,0.007485499137931035
4179.0,0.007492535263157894
4180.0,0.007483400175438596
4181.0,0.007414122456140352
4182.0,0.007446393965517242
4183.0,0.007474452105263158
4184.0,0.0072929685964912274
4185.0,0.007461806140350876
4186.0,0.007444460701754386
4187.0,0.007447884736842105
4188.0,0.00744496649122807
4189.0,0.00743898298245614
4190.0,0.007431591929824561
4191.0,0.007423494385964913
4192.0,0.007141956140350878
4193.0,0.007402304210526315
4194.0,0.007398025789473684
4195.0,0.007401795
4196.0,0.007382807543859649
4197.0,0.0073685701754385964
4198.0,0.007363407719298246
4199.0,0.007346247142857143
4200.0,0.0073272808771929826
4201.0,0.0068894878947368425
4202.0,0.007229451428571428
4203.0,0.007320764561403508
4204.0,0.007326135263157895
4205.0,0.007200419285714286
4206.0,0.006881736315789475
4207.0,0.0072892899999999995
4208.0,0.007066755789473685
4209.0,0.007283151250000001
4210.0,0.007205844210526316
4211.0,0.007286298571428572
4212.0,0.0072753973214285715
4213.0,0.007280240701754386
4214.0,0.007273089464285715
4215.0,0.007265856964285714
4216.0,0.007258488214285715
4217.0,0.007250716666666666
4218.0,0.007237852500000001
4219.0,0.0072359137500000005
4220.0,0.007225068035714286
4221.0,0.00722192
4222.0,0.007214525535714286
4223.0,0.007204367543859651
4224.0,0.007194182678571429
4225.0,0.007189611607142857
4226.0,0.007183183214285714
4227.0,0.0071692276785714285
4228.0,0.0071683625
4229.0,0.007160529999999998
4230.0,0.007153174821428572
4231.0,0.007149307678571429
4232.0,0.007139030357142857
4233.0,0.007125545535714285
4234.0,0.00710266125
4235.0,0.007106026181818183
4236.0,0.007113093214285714
4237.0,0.007102943392857143
4238.0,0.007098929636363637
4239.0,0.007094149464285715
4240.0,0.007075644107142858
4241.0,0.007072001454545453
4242.0,0.007072448928571429
4243.0,0.0070637290909090905
4244.0,0.007061497321428572
4245.0,0.007055155272727273
4246.0,0.007046195714285713
4247.0,0.007000627999999998
4248.0,0.0070344075
4249.0,0.007030434727272728
4250.0,0.007022791607142856
4251.0,0.007015520545454544
4252.0,0.006958825272727273
4253.0,0.007005675636363635
4254.0,0.006986383035714285
4255.0,0.00699557909090909
4256.0,0.006989920545454546
4257.0,0.006970458909090908
4258.0,0.006978532321428572
4259.0,0.006971178181818182
4260.0,0.006968317636363638
4261.0,0.006936215090909092
4262.0,0.006953143818181819
4263.0,0.006952678727272727
4264.0,0.006948870727272727
4265.0,0.006944101454545455
4266.0,0.006904116727272728
4267.0,0.006934770909090907
4268.0,0.0069201590909090905
4269.0,0.006920901090909091
4270.0,0.00691733888888889
4271.0,0.006913334
4272.0,0.006904481818181819
4273.0,0.006909404545454546
4274.0,0.00690157
4275.0,0.006901570740740741
4276.0,0.0068977743636363656
4277.0,0.006894007636363637
4278.0,0.006890336111111111
4279.0,0.006886720363636364
4280.0,0.00688315425925926
4281.0,0.006878196909090911
4282.0,0.006876105090909092
4283.0,0.006872665185185185
4284.0,0.006869237454545455
4285.0,0.006865827777777778
4286.0,0.006855332222222223
4287.0,0.006854818000000001
4288.0,0.006843470555555556
4289.0,0.0068522343636363645
4290.0,0.006846475
4291.0,0.006845385185185186
4292.0,0.006841906
4293.0,0.006837597407407407
4294.0,0.006834840185185185
4295.0,0.006291567592592594
4296.0,0.006358570555555556
4297.0,0.006577183090909089
4298.0,0.006506495370370371
4299.0,0.0066118598148148175
4300.0,0.006579447962962963
4301.0,0.0066489914814814805
4302.0,0.006608714259259259
4303.0,0.0066100914814814825
4304.0,0.006757757592592593
4305.0,0.006616671111111111
4306.0,0.006630934074074076
4307.0,0.006565567037037036
4308.0,0.006749831666666666
4309.0,0.006616872592592593
4310.0,0.006596337169811319
4311.0,0.0066323029629629625
4312.0,0.006580546296296296
4313.0,0.006732749814814815
4314.0,0.006582475849056604
4315.0,0.006727053518518518
4316.0,0.006576914444444443
4317.0,0.006714403207547169
4318.0,0.006565463148148149
4319.0,0.0067177564814814815
4320.0,0.006554419811320755
4321.0,0.006676623888888888
4322.0,0.006493594716981132
4323.0,0.006705277037037035
4324.0,0.0065025026415094335
4325.0,0.006694892037037037
4326.0,0.006467710566037736
4327.0,0.006687847037037038
4328.0,0.006680392641509434
4329.0,0.006444647547169811
4330.0,0.006657031851851852
4331.0,0.00650127320754717
4332.0,0.0064703232075471705
4333.0,0.006618375740740741
4334.0,0.006464100000000001
4335.0,0.006649586981132075
4336.0,0.006452873584905661
4337.0,0.0066369686792452825
4338.0,0.006639922222222222
4339.0,0.00646064679245283
4340.0,0.006625279433962264
4341.0,0.006598889056603774
4342.0,0.006424651509433963
4343.0,0.0066141466037735845
4344.0,0.006606933773584905
4345.0,0.006379892830188678
4346.0,0.006536040377358492
4347.0,0.006594816981132075
4348.0,0.006305187169811321
4349.0,0.006563991509433962
4350.0,0.006399072692307691
4351.0,0.005986815849056603
4352.0,0.00629020679245283
4353.0,0.006220972641509434
4354.0,0.006196083584905661
4355.0,0.006396970000000001
4356.0,0.006396669811320755
4357.0,0.00619195037735849
4358.0,0.006411794615384616
4359.0,0.006401175283018868
4360.0,0.006364253773584906
4361.0,0.006318114807692308
4362.0,0.006346147924528302
4363.0,0.006469656346153847
4364.0,0.006016153773584906
4365.0,0.006336293653846154
4366.0,0.006510393396226413
4367.0,0.006102180961538462
4368.0,0.006455287307692308
4369.0,0.00637994433962264
4370.0,0.006331631346153845
4371.0,0.006260498679245283
4372.0,0.006327691923076922
4373.0,0.006460841153846154
4374.0,0.006307228846153845
4375.0,0.006210856226415094
4376.0,0.00628986576923077
4377.0,0.006434648269230769
4378.0,0.0062494903846153855
4379.0,0.006196457499999999
4380.0,0.006430171886792453
4381.0,0.00626791673076923
4382.0,0.006191591153846153
4383.0,0.006237720769230769
4384.0,0.006426108653846154
4385.0,0.0064113300000000015
4386.0,0.0060245401923076924
4387.0,0.006403409038461538
4388.0,0.006228567884615385
4389.0,0.006401044807692309
4390.0,0.006167627692307692
4391.0,0.006211546470588235
4392.0,0.006367595576923076
4393.0,0.006352489807692308
4394.0,0.005970969038461538
4395.0,0.0063683067307692305
4396.0,0.006171817647058824
4397.0,0.006363475384615385
4398.0,0.006149088653846154
4399.0,0.006332613333333334
4400.0,
